1773899509.600969 server started (4143): version 3.6, socket /tmp/tmux-1001/default, protocol 8
1773899509.600980 on Linux 5.15.0-139-generic #149~20.04.1-Ubuntu SMP Wed Apr 16 08:29:56 UTC 2025
1773899509.600984 using libevent 2.1.12-stable poll
1773899509.600986 using ncurses 6.5 20240427
1773899509.623517 cmd_parse_build_commands 0:2: search
1773899509.623519 cmd_parse_build_commands 0:3: -p(search down)
1773899509.623520 cmd_parse_build_commands 0:4 0:0: send
1773899509.623522 cmd_parse_build_commands 0:4 0:1: -X
1773899509.623523 cmd_parse_build_commands 0:4 0:2: search-forward
1773899509.623525 cmd_parse_build_commands 0:4 0:3: --
1773899509.623526 cmd_parse_build_commands 0:4 0:4: %%
1773899509.623529 cmd_parse_build_commands 0:0: send
1773899509.623530 cmd_parse_build_commands 0:1: -X
1773899509.623532 cmd_parse_build_commands 0:2: search-forward
1773899509.623533 cmd_parse_build_commands 0:3: --
1773899509.623535 cmd_parse_build_commands 0:4: %%
1773899509.623537 args_parse_flags: next -X
1773899509.623539 args_parse_flags: -X
1773899509.623540 args_parse_flags: next search-forward
1773899509.623542 args_parse: flags end at 2 of 5
1773899509.623544 args_parse: 2 = search-forward (type STRING)
1773899509.623545 args_parse: 3 = -- (type STRING)
1773899509.623547 args_parse: 4 = %% (type STRING)
1773899509.623551 cmd_parse_build_commands: send-keys -X search-forward -- "%%"
1773899509.623552 args_parse_flags: next -T
1773899509.623554 args_parse_flag_argument: -T = search
1773899509.623557 args_parse_flags: next -p(search down)
1773899509.623558 args_parse_flag_argument: -p = (search down)
1773899509.623560 args_parse: flags end at 4 of 5
1773899509.623564 args_parse: 4 = send-keys -X search-forward -- "%%" (type COMMANDS)
1773899509.623569 cmd_parse_build_commands: command-prompt -T search -p "(search down)" { send-keys -X search-forward -- "%%" }
1773899509.623571 args_parse_flags: next -Tcopy-mode-vi
1773899509.623572 args_parse_flag_argument: -T = copy-mode-vi
1773899509.623574 args_parse_flags: next /
1773899509.623575 args_parse: flags end at 2 of 4
1773899509.623577 args_parse: 2 = / (type STRING)
1773899509.623583 args_parse: 3 = command-prompt -T search -p "(search down)" { send-keys -X search-forward -- "%%" } (type COMMANDS)
1773899509.623590 cmd_parse_build_commands: bind-key -T copy-mode-vi / { command-prompt -T search -p "(search down)" { send-keys -X search-forward -- "%%" } }
1773899509.623592 cmdq_get_command: [bind-key/0x55b5d87f00d0] group 2136
1773899509.623594 cmdq_append <global>: [bind-key/0x55b5d87f00d0]
1773899509.623597 yylex_token: end at WS
1773899509.623599 yylex_token: bind
1773899509.623601 yylex_token: end at WS
1773899509.623603 yylex_token: -Tcopy-mode-vi
1773899509.623604 yylex_token: end at WS
1773899509.623605 yylex_token: 0
1773899509.623607 yylex_token: end at WS
1773899509.623608 yylex_token: send
1773899509.623610 yylex_token: end at WS
1773899509.623611 yylex_token: -X
1773899509.623613 yylex_token: end at WS
1773899509.623614 yylex_token: start-of-line
1773899509.623617 cmd_parse_build_commands 0:0: bind
1773899509.623618 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.623620 cmd_parse_build_commands 0:2: 0
1773899509.623621 cmd_parse_build_commands 0:3 0:0: send
1773899509.623623 cmd_parse_build_commands 0:3 0:1: -X
1773899509.623625 cmd_parse_build_commands 0:3 0:2: start-of-line
1773899509.623627 cmd_parse_build_commands 0:0: send
1773899509.623628 cmd_parse_build_commands 0:1: -X
1773899509.623630 cmd_parse_build_commands 0:2: start-of-line
1773899509.623632 args_parse_flags: next -X
1773899509.623634 args_parse_flags: -X
1773899509.623635 args_parse_flags: next start-of-line
1773899509.623637 args_parse: flags end at 2 of 3
1773899509.623639 args_parse: 2 = start-of-line (type STRING)
1773899509.623641 cmd_parse_build_commands: send-keys -X start-of-line
1773899509.623643 args_parse_flags: next -Tcopy-mode-vi
1773899509.623645 args_parse_flag_argument: -T = copy-mode-vi
1773899509.623646 args_parse_flags: next 0
1773899509.623648 args_parse: flags end at 2 of 4
1773899509.623651 args_parse: 2 = 0 (type STRING)
1773899509.623654 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1773899509.623658 cmd_parse_build_commands: bind-key -T copy-mode-vi 0 { send-keys -X start-of-line }
1773899509.623660 cmdq_get_command: [bind-key/0x55b5d87ef240] group 2148
1773899509.623662 cmdq_append <global>: [bind-key/0x55b5d87ef240]
1773899509.623664 yylex_token: end at WS
1773899509.623666 yylex_token: bind
1773899509.623668 yylex_token: end at WS
1773899509.623669 yylex_token: -Tcopy-mode-vi
1773899509.623671 yylex_token: end at WS
1773899509.623672 yylex_token: 1
1773899509.623674 yylex_token: end at WS
1773899509.623675 yylex_token: command-prompt
1773899509.623677 yylex_token: end at WS
1773899509.623679 yylex_token: -Np(repeat)
1773899509.623680 yylex_token: end at WS
1773899509.623682 yylex_token: -I1
1773899509.623683 yylex_token: end at WS
1773899509.623684 yylex_token: send
1773899509.623686 yylex_token: end at WS
1773899509.623687 yylex_token: -N
1773899509.623689 yylex_token: end at WS
1773899509.623690 yylex_token: %%
1773899509.623692 cmd_parse_build_commands 0:0: bind
1773899509.623694 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.623696 cmd_parse_build_commands 0:2: 1
1773899509.623697 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.623699 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.623701 cmd_parse_build_commands 0:3 0:2: -I1
1773899509.623703 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.623704 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.623706 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.623708 cmd_parse_build_commands 0:0: command-prompt
1773899509.623709 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.623711 cmd_parse_build_commands 0:2: -I1
1773899509.623713 cmd_parse_build_commands 0:3 0:0: send
1773899509.623714 cmd_parse_build_commands 0:3 0:1: -N
1773899509.623716 cmd_parse_build_commands 0:3 0:2: %%
1773899509.623718 cmd_parse_build_commands 0:0: send
1773899509.623719 cmd_parse_build_commands 0:1: -N
1773899509.623721 cmd_parse_build_commands 0:2: %%
1773899509.623723 args_parse_flags: next -N
1773899509.623725 args_parse_flag_argument: -N = %%
1773899509.623726 args_parse: flags end at 3 of 3
1773899509.623729 cmd_parse_build_commands: send-keys -N "%%"
1773899509.623731 args_parse_flags: next -Np(repeat)
1773899509.623732 args_parse_flags: -N
1773899509.623734 args_parse_flag_argument: -p = (repeat)
1773899509.623735 args_parse_flags: next -I1
1773899509.623737 args_parse_flag_argument: -I = 1
1773899509.623739 args_parse: flags end at 3 of 4
1773899509.623741 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.623746 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1773899509.623748 args_parse_flags: next -Tcopy-mode-vi
1773899509.623749 args_parse_flag_argument: -T = copy-mode-vi
1773899509.623751 args_parse_flags: next 1
1773899509.623752 args_parse: flags end at 2 of 4
1773899509.623754 args_parse: 2 = 1 (type STRING)
1773899509.623758 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.623764 cmd_parse_build_commands: bind-key -T copy-mode-vi 1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1773899509.623766 cmdq_get_command: [bind-key/0x55b5d87ef550] group 2156
1773899509.623768 cmdq_append <global>: [bind-key/0x55b5d87ef550]
1773899509.623770 yylex_token: end at WS
1773899509.623772 yylex_token: bind
1773899509.623774 yylex_token: end at WS
1773899509.623775 yylex_token: -Tcopy-mode-vi
1773899509.623777 yylex_token: end at WS
1773899509.623778 yylex_token: 2
1773899509.623780 yylex_token: end at WS
1773899509.623781 yylex_token: command-prompt
1773899509.623783 yylex_token: end at WS
1773899509.623784 yylex_token: -Np(repeat)
1773899509.623786 yylex_token: end at WS
1773899509.623787 yylex_token: -I2
1773899509.623789 yylex_token: end at WS
1773899509.623790 yylex_token: send
1773899509.623792 yylex_token: end at WS
1773899509.623793 yylex_token: -N
1773899509.623795 yylex_token: end at WS
1773899509.623798 yylex_token: %%
1773899509.623800 cmd_parse_build_commands 0:0: bind
1773899509.623802 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.623803 cmd_parse_build_commands 0:2: 2
1773899509.623805 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.623807 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.623808 cmd_parse_build_commands 0:3 0:2: -I2
1773899509.623810 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.623812 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.623813 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.623815 cmd_parse_build_commands 0:0: command-prompt
1773899509.623817 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.623818 cmd_parse_build_commands 0:2: -I2
1773899509.623820 cmd_parse_build_commands 0:3 0:0: send
1773899509.623821 cmd_parse_build_commands 0:3 0:1: -N
1773899509.623823 cmd_parse_build_commands 0:3 0:2: %%
1773899509.623825 cmd_parse_build_commands 0:0: send
1773899509.623826 cmd_parse_build_commands 0:1: -N
1773899509.623828 cmd_parse_build_commands 0:2: %%
1773899509.623830 args_parse_flags: next -N
1773899509.623832 args_parse_flag_argument: -N = %%
1773899509.623834 args_parse: flags end at 3 of 3
1773899509.623836 cmd_parse_build_commands: send-keys -N "%%"
1773899509.623838 args_parse_flags: next -Np(repeat)
1773899509.623839 args_parse_flags: -N
1773899509.623841 args_parse_flag_argument: -p = (repeat)
1773899509.623842 args_parse_flags: next -I2
1773899509.623844 args_parse_flag_argument: -I = 2
1773899509.623845 args_parse: flags end at 3 of 4
1773899509.623848 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.623852 cmd_parse_build_commands: command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1773899509.623854 args_parse_flags: next -Tcopy-mode-vi
1773899509.623856 args_parse_flag_argument: -T = copy-mode-vi
1773899509.623857 args_parse_flags: next 2
1773899509.623859 args_parse: flags end at 2 of 4
1773899509.623860 args_parse: 2 = 2 (type STRING)
1773899509.623864 args_parse: 3 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.623869 cmd_parse_build_commands: bind-key -T copy-mode-vi 2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1773899509.623872 cmdq_get_command: [bind-key/0x55b5d87ee850] group 2168
1773899509.623874 cmdq_append <global>: [bind-key/0x55b5d87ee850]
1773899509.623876 yylex_token: end at WS
1773899509.623877 yylex_token: bind
1773899509.623879 yylex_token: end at WS
1773899509.623880 yylex_token: -Tcopy-mode-vi
1773899509.623882 yylex_token: end at WS
1773899509.623883 yylex_token: 3
1773899509.623885 yylex_token: end at WS
1773899509.623886 yylex_token: command-prompt
1773899509.623888 yylex_token: end at WS
1773899509.623890 yylex_token: -Np(repeat)
1773899509.623891 yylex_token: end at WS
1773899509.623892 yylex_token: -I3
1773899509.623894 yylex_token: end at WS
1773899509.623896 yylex_token: send
1773899509.623897 yylex_token: end at WS
1773899509.623899 yylex_token: -N
1773899509.623900 yylex_token: end at WS
1773899509.623901 yylex_token: %%
1773899509.623904 cmd_parse_build_commands 0:0: bind
1773899509.623906 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.623907 cmd_parse_build_commands 0:2: 3
1773899509.623909 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.623911 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.623912 cmd_parse_build_commands 0:3 0:2: -I3
1773899509.623914 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.623915 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.623917 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.623919 cmd_parse_build_commands 0:0: command-prompt
1773899509.623921 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.623922 cmd_parse_build_commands 0:2: -I3
1773899509.623924 cmd_parse_build_commands 0:3 0:0: send
1773899509.623925 cmd_parse_build_commands 0:3 0:1: -N
1773899509.623927 cmd_parse_build_commands 0:3 0:2: %%
1773899509.623929 cmd_parse_build_commands 0:0: send
1773899509.623930 cmd_parse_build_commands 0:1: -N
1773899509.623933 cmd_parse_build_commands 0:2: %%
1773899509.623936 args_parse_flags: next -N
1773899509.623937 args_parse_flag_argument: -N = %%
1773899509.623939 args_parse: flags end at 3 of 3
1773899509.623941 cmd_parse_build_commands: send-keys -N "%%"
1773899509.623943 args_parse_flags: next -Np(repeat)
1773899509.623945 args_parse_flags: -N
1773899509.623946 args_parse_flag_argument: -p = (repeat)
1773899509.623948 args_parse_flags: next -I3
1773899509.623949 args_parse_flag_argument: -I = 3
1773899509.623951 args_parse: flags end at 3 of 4
1773899509.623954 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.623958 cmd_parse_build_commands: command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1773899509.623959 args_parse_flags: next -Tcopy-mode-vi
1773899509.623961 args_parse_flag_argument: -T = copy-mode-vi
1773899509.623963 args_parse_flags: next 3
1773899509.623964 args_parse: flags end at 2 of 4
1773899509.623966 args_parse: 2 = 3 (type STRING)
1773899509.623969 args_parse: 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.623975 cmd_parse_build_commands: bind-key -T copy-mode-vi 3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1773899509.623977 cmdq_get_command: [bind-key/0x55b5d87f1790] group 2180
1773899509.623979 cmdq_append <global>: [bind-key/0x55b5d87f1790]
1773899509.623982 yylex_token: end at WS
1773899509.623984 yylex_token: bind
1773899509.623985 yylex_token: end at WS
1773899509.623987 yylex_token: -Tcopy-mode-vi
1773899509.623988 yylex_token: end at WS
1773899509.623990 yylex_token: 4
1773899509.623991 yylex_token: end at WS
1773899509.623993 yylex_token: command-prompt
1773899509.623995 yylex_token: end at WS
1773899509.623996 yylex_token: -Np(repeat)
1773899509.623998 yylex_token: end at WS
1773899509.623999 yylex_token: -I4
1773899509.624001 yylex_token: end at WS
1773899509.624002 yylex_token: send
1773899509.624004 yylex_token: end at WS
1773899509.624005 yylex_token: -N
1773899509.624007 yylex_token: end at WS
1773899509.624008 yylex_token: %%
1773899509.624010 cmd_parse_build_commands 0:0: bind
1773899509.624012 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624014 cmd_parse_build_commands 0:2: 4
1773899509.624015 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624017 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.624018 cmd_parse_build_commands 0:3 0:2: -I4
1773899509.624020 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.624022 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.624023 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.624025 cmd_parse_build_commands 0:0: command-prompt
1773899509.624027 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.624028 cmd_parse_build_commands 0:2: -I4
1773899509.624030 cmd_parse_build_commands 0:3 0:0: send
1773899509.624032 cmd_parse_build_commands 0:3 0:1: -N
1773899509.624033 cmd_parse_build_commands 0:3 0:2: %%
1773899509.624035 cmd_parse_build_commands 0:0: send
1773899509.624037 cmd_parse_build_commands 0:1: -N
1773899509.624038 cmd_parse_build_commands 0:2: %%
1773899509.624041 args_parse_flags: next -N
1773899509.624043 args_parse_flag_argument: -N = %%
1773899509.624044 args_parse: flags end at 3 of 3
1773899509.624047 cmd_parse_build_commands: send-keys -N "%%"
1773899509.624048 args_parse_flags: next -Np(repeat)
1773899509.624050 args_parse_flags: -N
1773899509.624051 args_parse_flag_argument: -p = (repeat)
1773899509.624053 args_parse_flags: next -I4
1773899509.624054 args_parse_flag_argument: -I = 4
1773899509.624056 args_parse: flags end at 3 of 4
1773899509.624058 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.624063 cmd_parse_build_commands: command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1773899509.624064 args_parse_flags: next -Tcopy-mode-vi
1773899509.624066 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624067 args_parse_flags: next 4
1773899509.624069 args_parse: flags end at 2 of 4
1773899509.624070 args_parse: 2 = 4 (type STRING)
1773899509.624074 args_parse: 3 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.624082 cmd_parse_build_commands: bind-key -T copy-mode-vi 4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1773899509.624085 cmdq_get_command: [bind-key/0x55b5d87f2060] group 2192
1773899509.624087 cmdq_append <global>: [bind-key/0x55b5d87f2060]
1773899509.624089 yylex_token: end at WS
1773899509.624091 yylex_token: bind
1773899509.624092 yylex_token: end at WS
1773899509.624094 yylex_token: -Tcopy-mode-vi
1773899509.624095 yylex_token: end at WS
1773899509.624097 yylex_token: 5
1773899509.624098 yylex_token: end at WS
1773899509.624100 yylex_token: command-prompt
1773899509.624102 yylex_token: end at WS
1773899509.624103 yylex_token: -Np(repeat)
1773899509.624105 yylex_token: end at WS
1773899509.624106 yylex_token: -I5
1773899509.624107 yylex_token: end at WS
1773899509.624109 yylex_token: send
1773899509.624110 yylex_token: end at WS
1773899509.624112 yylex_token: -N
1773899509.624113 yylex_token: end at WS
1773899509.624115 yylex_token: %%
1773899509.624117 cmd_parse_build_commands 0:0: bind
1773899509.624119 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624120 cmd_parse_build_commands 0:2: 5
1773899509.624122 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624124 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.624125 cmd_parse_build_commands 0:3 0:2: -I5
1773899509.624127 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.624128 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.624130 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.624132 cmd_parse_build_commands 0:0: command-prompt
1773899509.624134 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.624135 cmd_parse_build_commands 0:2: -I5
1773899509.624137 cmd_parse_build_commands 0:3 0:0: send
1773899509.624138 cmd_parse_build_commands 0:3 0:1: -N
1773899509.624140 cmd_parse_build_commands 0:3 0:2: %%
1773899509.624142 cmd_parse_build_commands 0:0: send
1773899509.624143 cmd_parse_build_commands 0:1: -N
1773899509.624145 cmd_parse_build_commands 0:2: %%
1773899509.624147 args_parse_flags: next -N
1773899509.624149 args_parse_flag_argument: -N = %%
1773899509.624151 args_parse: flags end at 3 of 3
1773899509.624153 cmd_parse_build_commands: send-keys -N "%%"
1773899509.624155 args_parse_flags: next -Np(repeat)
1773899509.624156 args_parse_flags: -N
1773899509.624158 args_parse_flag_argument: -p = (repeat)
1773899509.624159 args_parse_flags: next -I5
1773899509.624161 args_parse_flag_argument: -I = 5
1773899509.624162 args_parse: flags end at 3 of 4
1773899509.624165 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.624169 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1773899509.624171 args_parse_flags: next -Tcopy-mode-vi
1773899509.624172 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624174 args_parse_flags: next 5
1773899509.624175 args_parse: flags end at 2 of 4
1773899509.624177 args_parse: 2 = 5 (type STRING)
1773899509.624181 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.624186 cmd_parse_build_commands: bind-key -T copy-mode-vi 5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1773899509.624188 cmdq_get_command: [bind-key/0x55b5d87f0c40] group 2204
1773899509.624190 cmdq_append <global>: [bind-key/0x55b5d87f0c40]
1773899509.624193 yylex_token: end at WS
1773899509.624195 yylex_token: bind
1773899509.624196 yylex_token: end at WS
1773899509.624198 yylex_token: -Tcopy-mode-vi
1773899509.624199 yylex_token: end at WS
1773899509.624201 yylex_token: 6
1773899509.624203 yylex_token: end at WS
1773899509.624204 yylex_token: command-prompt
1773899509.624206 yylex_token: end at WS
1773899509.624207 yylex_token: -Np(repeat)
1773899509.624209 yylex_token: end at WS
1773899509.624210 yylex_token: -I6
1773899509.624211 yylex_token: end at WS
1773899509.624213 yylex_token: send
1773899509.624214 yylex_token: end at WS
1773899509.624216 yylex_token: -N
1773899509.624217 yylex_token: end at WS
1773899509.624219 yylex_token: %%
1773899509.624221 cmd_parse_build_commands 0:0: bind
1773899509.624224 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624226 cmd_parse_build_commands 0:2: 6
1773899509.624228 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624229 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.624231 cmd_parse_build_commands 0:3 0:2: -I6
1773899509.624232 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.624234 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.624236 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.624238 cmd_parse_build_commands 0:0: command-prompt
1773899509.624239 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.624241 cmd_parse_build_commands 0:2: -I6
1773899509.624242 cmd_parse_build_commands 0:3 0:0: send
1773899509.624244 cmd_parse_build_commands 0:3 0:1: -N
1773899509.624246 cmd_parse_build_commands 0:3 0:2: %%
1773899509.624248 cmd_parse_build_commands 0:0: send
1773899509.624249 cmd_parse_build_commands 0:1: -N
1773899509.624251 cmd_parse_build_commands 0:2: %%
1773899509.624253 args_parse_flags: next -N
1773899509.624255 args_parse_flag_argument: -N = %%
1773899509.624256 args_parse: flags end at 3 of 3
1773899509.624259 cmd_parse_build_commands: send-keys -N "%%"
1773899509.624260 args_parse_flags: next -Np(repeat)
1773899509.624262 args_parse_flags: -N
1773899509.624263 args_parse_flag_argument: -p = (repeat)
1773899509.624265 args_parse_flags: next -I6
1773899509.624266 args_parse_flag_argument: -I = 6
1773899509.624268 args_parse: flags end at 3 of 4
1773899509.624271 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.624275 cmd_parse_build_commands: command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1773899509.624276 args_parse_flags: next -Tcopy-mode-vi
1773899509.624278 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624279 args_parse_flags: next 6
1773899509.624281 args_parse: flags end at 2 of 4
1773899509.624282 args_parse: 2 = 6 (type STRING)
1773899509.624286 args_parse: 3 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.624291 cmd_parse_build_commands: bind-key -T copy-mode-vi 6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1773899509.624294 cmdq_get_command: [bind-key/0x55b5d87f2e40] group 2216
1773899509.624295 cmdq_append <global>: [bind-key/0x55b5d87f2e40]
1773899509.624298 yylex_token: end at WS
1773899509.624299 yylex_token: bind
1773899509.624301 yylex_token: end at WS
1773899509.624302 yylex_token: -Tcopy-mode-vi
1773899509.624304 yylex_token: end at WS
1773899509.624305 yylex_token: 7
1773899509.624307 yylex_token: end at WS
1773899509.624308 yylex_token: command-prompt
1773899509.624310 yylex_token: end at WS
1773899509.624311 yylex_token: -Np(repeat)
1773899509.624313 yylex_token: end at WS
1773899509.624314 yylex_token: -I7
1773899509.624316 yylex_token: end at WS
1773899509.624317 yylex_token: send
1773899509.624319 yylex_token: end at WS
1773899509.624320 yylex_token: -N
1773899509.624322 yylex_token: end at WS
1773899509.624323 yylex_token: %%
1773899509.624325 cmd_parse_build_commands 0:0: bind
1773899509.624327 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624329 cmd_parse_build_commands 0:2: 7
1773899509.624330 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624332 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.624333 cmd_parse_build_commands 0:3 0:2: -I7
1773899509.624335 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.624337 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.624339 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.624341 cmd_parse_build_commands 0:0: command-prompt
1773899509.624342 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.624344 cmd_parse_build_commands 0:2: -I7
1773899509.624345 cmd_parse_build_commands 0:3 0:0: send
1773899509.624347 cmd_parse_build_commands 0:3 0:1: -N
1773899509.624348 cmd_parse_build_commands 0:3 0:2: %%
1773899509.624350 cmd_parse_build_commands 0:0: send
1773899509.624352 cmd_parse_build_commands 0:1: -N
1773899509.624353 cmd_parse_build_commands 0:2: %%
1773899509.624356 args_parse_flags: next -N
1773899509.624359 args_parse_flag_argument: -N = %%
1773899509.624361 args_parse: flags end at 3 of 3
1773899509.624363 cmd_parse_build_commands: send-keys -N "%%"
1773899509.624365 args_parse_flags: next -Np(repeat)
1773899509.624366 args_parse_flags: -N
1773899509.624368 args_parse_flag_argument: -p = (repeat)
1773899509.624369 args_parse_flags: next -I7
1773899509.624371 args_parse_flag_argument: -I = 7
1773899509.624372 args_parse: flags end at 3 of 4
1773899509.624375 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1773899509.624379 cmd_parse_build_commands: command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1773899509.624381 args_parse_flags: next -Tcopy-mode-vi
1773899509.624382 args_parse_flag_argument: -T = copy-mode-vi
1773899509.624384 args_parse_flags: next 7
1773899509.624385 args_parse: flags end at 2 of 4
1773899509.624387 args_parse: 2 = 7 (type STRING)
1773899509.624391 args_parse: 3 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1773899509.624395 cmd_parse_build_commands: bind-key -T copy-mode-vi 7 { command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } }
1773899509.624398 cmdq_get_command: [bind-key/0x55b5d87eec40] group 2228
1773899509.624400 cmdq_append <global>: [bind-key/0x55b5d87eec40]
1773899509.624403 yylex_token: end at WS
1773899509.624404 yylex_token: bind
1773899509.624406 yylex_token: end at WS
1773899509.624408 yylex_token: -Tcopy-mode-vi
1773899509.624409 yylex_token: end at WS
1773899509.624411 yylex_token: 8
1773899509.624412 yylex_token: end at WS
1773899509.624414 yylex_token: command-prompt
1773899509.624415 yylex_token: end at WS
1773899509.624417 yylex_token: -Np(repeat)
1773899509.624418 yylex_token: end at WS
1773899509.624420 yylex_token: -I8
1773899509.624421 yylex_token: end at WS
1773899509.624422 yylex_token: send
1773899509.624424 yylex_token: end at WS
1773899509.624425 yylex_token: -N
1773899509.624427 yylex_token: end at WS
1773899509.624428 yylex_token: %%
1773899509.624431 cmd_parse_build_commands 0:0: bind
1773899509.624432 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1773899509.624434 cmd_parse_build_commands 0:2: 8
1773899509.624436 cmd_parse_build_commands 0:3 0:0: command-prompt
1773899509.624437 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1773899509.624439 cmd_parse_build_commands 0:3 0:2: -I8
1773899509.624441 cmd_parse_build_commands 0:3 0:3 0:0: send
1773899509.624442 cmd_parse_build_commands 0:3 0:3 0:1: -N
1773899509.624444 cmd_parse_build_commands 0:3 0:3 0:2: %%
1773899509.624446 cmd_parse_build_commands 0:0: command-prompt
1773899509.624447 cmd_parse_build_commands 0:1: -Np(repeat)
1773899509.624449 cmd_parse_build_commands 0:2: -I8
1773899509.624451 cmd_parse_build_commands 0:3 0:0: send
1773899509.624452 cmd_parse_build_commands 0:3 0:1: -N
